	english	sinhala	Similarity score	Alignment score
1198	Could not get image height (bad TIFF file)	පිළිඹිබු උස ලබාගත නොහැකි විය (අයෝග්‍ය TIFF ගොනුව)	0.40381264958919716	0.730465
529	"Receiving ""%s"" from %s"	"%s ගෙන් ""%s"" ලැබෙමින්"	0.4037585654435879	0.355731
167	image	අනුරුව	0.40373286527071217	1.0
600	Image	පිළිඹිබු	0.40373286527071217	1.0
329	Play a sound when a contact logs in	සබඳතාවක් පැමිණීමේදී ශබ්දයක් වාදනය කරන්න	0.4035300520369956	0.758333
527	%s invited you to join %s	%s ඔබට %sට සම්බන්ධ වීමට ආරාධනා කරන ලදි	0.4035170563471334	0.788462
1250	Cyrillic/Russian	සයිරිලීක/රුසියානු	0.4034063905632078	1.0
489	Cyrillic/Russian	සිරිලික්/රුසියානු	0.4034063905632078	1.0
754	calendar view for a month	මාසයක් සඳහා දිනදර්ශන දසුන	0.40337696866011075	0.519231
1100	Incremental loading of image type '%s' is not supported	'%s' පිළිඹිබු වර්‍ගයේ වර්‍ධක පූරණය සහාය නොදක්වයි	0.40333345217979344	0.399235
916	Create a new task	නව කාර්‍යයක් නිර්මාණය කරන්න	0.4029570069904832	0.672619
421	not implemented	ක්‍රියාවට නංවා නැත	0.4028400590534033	0.506579
330	Play a sound when a contact logs out	සබඳතාවක් පිටවීමේදී ශබ්දයක් වාදනය කරන්න	0.4028101597775376	0.419265
622	Go to last page	අන්තිම පිටුවට යන්න	0.4027785736539845	0.90625
365	Unknown	නොදන්නා	0.40277212301271836	1.0
179	unknown	නොදන්නා	0.40277212301271836	1.0
432	%s has joined the room	%s කාමරයට එක් විය	0.4027548954636924	0.714976
21	Start a new game	නව තරගයක් ආරම්ඹකරන්න	0.402744110114073	0.502801
1207	Couldn't write to TIFF file	TIFF ගොනුවට වෙත ලිවීමට නොහැකි විය	0.40255264427315696	0.355042
207	Enter your password:	ඔබේ මුරපදය ඇතුළු කරන්න:	0.4025328492423325	0.58631
1318	An error occurred while creating a new file	නව ගොනුව නිර්මාණය කිරීමෙදි දෝෂයක් හටගැනුණි	0.4025290599878936	0.620772
788	America/Thunder_Bay	ඇමරිකාව/Thunder_Bay	0.4024169991227221	1.0
1287	Search backwards for the same text	එම පෙළ සඳහාම පසුපසට සොයන්න	0.40239385535703365	0.647619
247	You can install it by typing:	ඔබට එය කේතනයකර ස්ථාපිත කර හැකිය:	0.40223420876076976	0.462121
349	Empathy can use the GPS to guess the location	පිහිටීම අනුමාන කිරීමට Empathyට GPS භාවිතා කල හැක	0.4021475707235425	0.598935
693	No description available.	විස්තරයක් භාවිතයට නැත.	0.4019725522631313	0.320234
558	Enable notifications when a contact comes online	සබඳතාවක් සබැඳි වෙන විට දැනුම්දීම් සක්‍රිය කරන්න	0.4017315739938971	0.350128
90	GStreamer plugins for mms, wavpack, quicktime, musepack	mms, wavpack, quicktime, musepack සඳහා වූ GStreamer ප්ලගීන	0.40156706330151254	0.765738
598	Couldn't allocate memory for loading JPEG file	JPEG ගොනුව පූරණයට මතකය වෙන් කළ නොහැක	0.40147152613416764	0.587407
1335	Set the language of the current document	දැනට ඇති ලේඛනයේ භාෂාව තෝරන්න	0.4014394759001991	0.578638
526	%s is inviting you to join %s	%s ඔබට %sට එක් වීමට ආරාධනා කරයි	0.40109713471498615	0.759375
787	Africa/Algiers	අප්‍රිකාව/ඇල්ජිරියාව	0.40082987033907264	1.0
897	Work Week	වැඩ කරන සතියMonday	0.40080620791864324	0.355263
1338	Select the _language of the current document.	දැනට ඇති ලේඛනයේ භාෂාව තෝරන්න (_l).	0.40041515753952217	0.528882
927	Permanently remove all deleted messages from this folder	මකන ලඳ සියළු පණිවිඩ මෙම බහලුමෙන් ස්ථිරවම ඉවත් කරන්න	0.40033946684874777	0.574561
981	Extraction not performed	විහිදුවීම සිදු නොවුනි	0.40028820361126644	0.760909
741	It has recurrences.	එය සතුව පුනරාවර්තනයක් ඇත.	0.40025271513687183	0.534615
635	Failed to authenticate with LDAP server.	LDAP සර්වරය සමග සත්‍යවත් කිරීම අසාර්ථකයි.	0.40023630126998977	0.723287
605	Couldn't access trash.	ීවතලන බහලුම භාවිත කළ නොහැක.	0.40012213451326833	0.536491
1179	The PNM/PBM/PGM/PPM image format family	PNM/PBM/PGM/PPM පිළිඹිබුව සංයුති කුළ	0.40003543584047946	0.55777
538	Waiting for the other participant's response	අනෙක් සහභාගිකයාගේ ප්‍රතිචාරය සඳහා රැදී සිටිමින්	0.3999063900601284	0.806944
503	Answer	පිළිතුරු දෙන්න	0.3997890737829717	0.8
1172	Maximum color value in PNM file is too large	PNM ගොනුවෙහි උපරිම වර්‍ණ අගය ඉතා විශාල වේ	0.39974038597350897	0.736508
962	Authentication failed.	තහවුරු කර ගැනීම අසමත්විය.	0.3996603881756379	0.366221
70	Cards remaining: ~a	ඉතුරුව ඇති කාඩ්පත්: ~a	0.39958602067440196	0.61087
784	(Completed	(නිම කළා Completed COMPLETED	0.39932285711830096	0.672414
1320	An error occurred while deleting a file or directory	ගොනුව හෝ බහලුම මැකීමෙදි දෝෂයක් හටගැනුණි	0.39931314307610066	0.460613
676	Assistant	සහායක	0.3992203347789968	1.0
191	Is empty	හිස්	0.3991398531224083	0.833333
344	Empathy should use the avatar of the contact as the chat window icon	Empathy, සල්ලාප කවුළු අයිකනය ලෙස සබඳතාවේ මූර්තිය භාවිතා කල යුතුය	0.3987042893809153	0.464883
1097	Failed to open '%s' for writing: %s	ලිවීම සඳහා '%s' විවෘත කිරීම අසමත්විය: %s	0.3984705446892883	0.71477
433	%s is now known as %s	%s දැන් %s ලෙස හදුන්වයි	0.3983911419066152	0.456439
982	Could not create the destination folder: %s.	අනිත් අන්තයේ නිර්මාණය කළ නොහැකිවිය: %s.	0.39828820374710366	0.593056
773	9th	9 වැනි	0.39822643588114537	0.642857
856	Date received	ලැබුනු දිනය	0.39804833816718815	1.0
347	Empathy can use the network to guess the location	පිහිටීම අනුමාන කිරීමට Empathyට ජාලය භාවිතා කල හැක	0.39786480257929824	0.62
1059	Calculator with financial and scientific modes.	මුල්‍ය සහ විද්‍යාත්මක ආකාර සමඟ ගණකය	0.3978617677247906	0.506944
1093	This build of gdk-pixbuf does not support saving the image format: %s	gdk-pixbuf ගොඩ නැගීම පිළිඹිබු සංයුතිය සුරකීමට සහාය නොදක්වයි: %s	0.3977848663453135	0.440848
204	Could not analyze disk usage.	තැටියේ හාවිතය විශ්ලේෂණය කල නොහැක.	0.39774788893727275	0.5
305	Enabled	සක්‍රිය කර ඇත	0.39771123539032854	0.785714
843	Enabled	සක්‍රීය කළා	0.39771123539032854	0.833333
748	Day View: %s. %s	දින දසුන: %s. %s	0.3975837085081613	1.0
627	Go to the next page	මීළඟ පිටුව වෙත යන්න	0.39754143716482304	0.9
1174	PNM image loader does not support this PNM subformat	PNM පිළිඹිබු පූරකය මෙම PNM උපසංයුතියට සහාය නොදක්වයි	0.39742714050992023	0.685414
1322	An error occurred	දෝෂයක් හට ගැනුනි	0.3973513757636789	0.455882
820	The time must be in the format: %s	වේලාව තිබිය යුතුම ආකාරය වනුයේ: %s	0.3973457943248391	0.463866
1269	The preview of a page in the document to be printed	මුද්‍රණයට සඳහා ඇති ලේඛනයේ පිටුවක පුර්ව දර්ශනය	0.39715955732390285	0.472408
205	You are leaving the graphical boot menu and starting the text mode interface.	ඔබ විසින් චිත්‍රක ඇරඹුම් මෙනුවෙන් ඉවත් වී වගන්ති සහිත අතුරු මුහුණත ආරම්භ කරමින් සිටියි.	0.39710806205453025	0.439685
795	Save the current file with a different name	දැනට භාවිතාවන ගොනුව වෙනස් නමකින් සුරකින්න	0.3967745254970074	0.651515
621	Go to next page	මීළඟ පිටුවට යන්න	0.3964618879006656	0.90625
814	the current time	දැන් වේලාව	0.3962894833735983	0.764706
287	The height of the assistant window.	සහකාරක වින්ඩෝවේ පළල	0.3961123873896694	0.336111
531	"Error receiving ""%s"" from %s"	"%s ගෙන් ""%s"" ලැබීමේ දෝෂයක්"	0.39602092189716975	0.588123
1007	"A folder named ""%s"" already exists. %s"	"""%s"" බහලුම දැනටමත් ඇත. %s"	0.395987086776159	0.435897
133	Cancel the task of another user	අනෙත් පරිශීලකගේ කාර්යන් අවලංගු කරන්න	0.39589884657631275	0.403716
757	Summary:	සාරාංශය:	0.3956885999321767	1.0
1378	Location:	පිහිටුම:	0.3951640245804459	1.0
1033	Location:	පිහිටිම:	0.3951640245804459	1.0
689	Location:	පිහිටීම:	0.3951640245804459	1.0
582	Location:	ස්ථානය:	0.3951640245804459	1.0
